PKR,1.4 Crore,"I-10/1, I-10",4,4,4.4 Marla,Beautiful House Near To Market Near To Mosque For Sale,Beautiful House Near To Market Near To Mosque 4 Bedrooms 4 Bathrooms 2 Drining Room 2 Kitchen ... more
PKR,1.65 Crore,"I-10/1, I-10",6,6,4.4 Marla,Corner Brand New Triple Storey House Front Open For Sale,"Take it from us, but it isn't every day that a House like this shows up on our radar. So we... more"
PKR,1.65 Crore,"I-10/2, I-10",3,3,6 Marla,Double Storey House Is Available For Sale,Double Storey 6 Marla Sun Face Investor Price The House you were looking for is now finally up for... more
PKR,1.6 Crore,"I-10, Islamabad",4,2,5 Marla,Ideal Location 5 Marla Double Story House Is Available For Sale In I-10/4 Islamabad,
PKR,3 Crore,"I-10/4, I-10",0,0,9.3 Marla,30x70 Cda Transfer House Is Available For Sale,You Cannot Find A Bargain More Reasonable Than This One In Islamabad. And Along With Its Reasonable... more
PKR,2.35 Crore,"I-10/4, I-10",4,4,5 Marla,Brand New Double Storey House For Sale,"25x50 Double Unit Sun Face . Near Main Service Road Having 4 Bed,4 Bath,2 D/D,2 Kitchen CDA... more"
PKR,1.6 Crore,"I-10/4, I-10",3,2,5 Marla,Nice Located Front Open 5 Marla House For Sale In Sector I-10/4 Islamabad,Nice Located Front Open 5 Marla House With 3 Bed Dd 02 Bathrooms Double Kitchen For Sale Situated... more
PKR,1.65 Crore,"I-10/2, I-10",3,3,5.6 Marla,I-10/2 Size 25X60 Double Storey For Sale,I-10/2 Size 25X60 Double Storey For Sale 3 Bed Room Drawing Dining 3 Bath With Kitchen Prime... more
PKR,2.25 Crore,"I-10/2, I-10",4,4,5.6 Marla,"Double Storey Size 25,60 For Sale I-10/2",Double Storey Size 25X60 For Sale I-10/2 4 Bed Room Drawing Dining 4 Bath With Kitchen And Boring... more
PKR,2.25 Crore,"I-10/2, I-10",4,4,5.6 Marla,Double Storey Size 25x60 Park Face House In I-10/2,Buying the right property for you has never been so easier! If you're looking for a property priced... more
PKR,1.7 Crore,"I-10, Islamabad",3,3,5 Marla,I-10/4 5 Marla House For Sale,
PKR,2.45 Crore,"I-10/4, I-10",4,4,5.6 Marla,Brand New Tiles Floor House For Sale,BRAND NEW HOUSE LOWER PORTION 2 BEDROOMS 2 ATTACHED BATHROOMS DRINING ROOM TV LOUNGE KITCHEN ... more
PKR,1.6 Crore,"I-10/1, I-10",3,2,5.6 Marla,i-10/1 (25X50) House Front Open Near To Markez,Double Storey size Five Marla 3 Bed Dubble Kitchen Double Kitchen Front Open Neat And Clean... more
